"Kod";"Stav"
"FGBMJ2RTBS";0
"FGBOSMAWH";0
"FGBOSMBK";0
"FGBOSMCS";0
"FGBOSMTBS";0
"FGBSTHSSRMBU";0
"FGBSTMBK";1
"FGBSTMOLW";0
"FGBSTR3TS";0
"FGBTLHSRSLM";0
"FGBTLMBS";0
"FGBTLMCAR";1
"FGBTLMHGM";0
"FGDC10RWR";0
"FGEFLEMLTDBPB";0
"FGEILEW1HSRMHCB";0
"FGEILEW2HSRMVNT";1
"FGEILTASHHSRMVNT";1
"FGEILTEW3HSMR";0
"FGEMJ2ASHALMVNT";1
"FGEOS2ALRVSB";1
"FGEOS2ASHMSBB";1
"FGEOS2EW1RMHCB";1
"FGEOS2FMRNBG";1
"FGEOS2FMRRKG";1
"FGEOSDUEW2RMVNT";1
"FGEOSDUEW3EOB";0
"FGEOSDUEW4RMMNF";0
"FGFLFMVV";0
"FGJB100BAHWB";1
"FGJB100MBAHSBB";1
"FGJB100MBAHVNT";1
"FGJB100MBAHVSBB";1
"FGJB100MBAHVVNT";1
"FGJB100RAL3TS";1
"FGJB100RALBK";1
"FGJB100RALV3TS";1
"FGJB100RALVBK";1
"FGJFLFTPBK";0
"FGJIL2ASHMOWB";1
"FGJIL2DUEW2RKNB";0
"FGJIL3ASHDE664OPOG";1
"FGJIL3ASHDE664ROPB";1
"FGJIL73ASHDEROPB";1
"FGJMJ2ALRAZM";1
"FGJMJ2ALRBK";0
"FGJMJ3ASHDEMOPB";1
"FGJMJ3ASHDEMOPOG";1
"FGJMJ52ALRAZM";1
"FGJMJ53ASHDEMOPB";1
"FGJMJ53ASHDEMOPBL";1
"FGJMJ53ASHDEMOPOG";1
"FGJMJASHMSBB";0
"FGJMJASHMVNT";0
"FGJMP2ALRVWH";1
"FGJMP2BASHM";1
"FGJMY3ASHEGGM";1
"FGJMY3ASHEOPB";1
"FGJMY3MHDLEMBK";1
"FGJMY3MHEW1DLEABF";1
"FGJMY73ASHEOPB";1
"FGJOS2TDEW1EDMT";0
"FGJOS2TDMMBU";1
"FGJOS2TDMSP";1
"FGJOSDUEW2RKNB";0
"FGJOSFMRTR";0
"FGLC10RBK68";0
"FGLC10RMPBK";0
"FGLC20EMHBK";0
"FGLS10RFMFCB";0
"FGLS10RMPMBK";1
"FGLS11RMPAG";1
"FGLS20GFCBQ";0
"FGLS30RBFVV";0
"FGLS30WRMS";0
"FGMFAFPJB";0
"FGMFAHHJB";1
"FGMSAHPCBK";0
"FGMSAHPCH";0
"FGMSAHPCWRMS";0
"FGPB100MAHVNT";0
"FGPB100RAL3TS";0
"FGPB100RALBK";0
"FGST100RAL3TS";0
"FGST100RALVWH";0
"FGST110RAL3TS";0
"FGST110RALVWH";0
"FGST200RALBK";0
"FGST200RALPSB";1
"FGST200RALVSB";0
"FGTE100MAHLVNT";1
"FGTE100MAHOWB";0
"FGTE100MAHSBB";1
"FGTE100MAHTLWB";1
"FGTE100MAHTWB";1
"FGTE100MAHVNT";0
"FGTE110MMHTNT";1
"FGTE110MMHTTBL";1
"FGTE210RAH2TS";1
"FGTE210RAHBK";1
"FGTE210RAHSBB";1
"HSADINA109";0
"HSADINA116";0
"HSADINA15";0
"HSADINA72";1
"HSALVAR04";0
"HSALVAR09";0
"HSALVAR70";1
"HSALVARLH70";1
"HSBGB40";1
"HSBGB41";1
"HSBGE19";1
"HSBGE20";1
"HSBGE24";1
"HSBGE25";1
"HSBGE26";1
"HSBGE30";1
"HSC47";0
"HSC50";1
"HSC51";1
"HSC52";1
"HSC53";0
"HSC54";1
"HSC55";0
"HSC56";1
"HSC57";1
"HSCB60";1
"HSCB62";0
"HSCB63";1
"HSCB70";1
"HSDAG2CE";0
"HSFANTOMEN02";1
"HSFANTOMEN09";1
"HSFANTOMEN18";0
"HSFANTOMEN41";1
"HSFANTOMEN76";1
"HSFANTOMEN79";1
"HSFANTOMENCUST02";1
"HSFANTOMENCUST09";1
"HSFANTOMENLH02";0
"HSH8204";1
"HSH8209";1
"HSH8218";1
"HSHJ50001";1
"HSHJ50009";1
"HSHJ80005";1
"HSHL55003";0
"HSKRO7BBD";1
"HSKRO7BCC";1
"HSKRO7SBK";1
"HSKROBBD";1
"HSKROBCC";1
"HSKROSBK";1
"HSMEGIN09";0
"HSMEGIN102";0
"HSMEGIN15";1
"HSMEGIN61";0
"HSMOC2CE";0
"HSNEKROMANT402";1
"HSNEKROMANT409";0
"HSNEKROMANT418";1
"HSNEKROMANT502";0
"HSNEKROMANT509";1
"HSNEKROMANT518";1
"HSNEKROMANTLH409";1
"HSNEKROMANTLH509";1
"HSPASS09";1
"HSSID2CETS";0
"HSSUSWEB03";1
"HSSUSWEB09";0
"HSSUSWEMK329";1
"HSSUSWEMK372";0
"HSSUSWEMK374";0
"HSSUSWEMK375";1
"HSSUSWEMKLH329";1
"HSSUVIK04";1
"HSSUVIK09";1
"HSSUVIK18";1
"HSSUVIK57";1
"HSSUVIK60";1
"HSSUVIK95";1
"HSSUVIKL04";1
"HSSWEB02";1
"HSSWEB04";1
"HSSWEB09";1
"HSSWEB18";0
"HSSWEBL04";1
"HSSWEMK329";1
"HSSWEMK371";0
"HSSWEMK372";1
"HSSWEMK373";1
"HSSWEMKLH371";1
"HSULSWE09";0
"HSULSWE25";1
"HSULSWE41";0
"HSULSWE76";0
"HSULSWE79";1
"HSULSWEL41";0
"HSULTRAMAX107+BGE20";0
"HSULTRAMAX111+BGE20";0
"HSULTRAMAX112+BGE20";0
"HSULTRAMAX113+BGE20";0
"HSULTRAMAX42";0
"HSULTRAMAX43";1
"HSULTRAMAX67";1
"HSULTRAMAX68";1
"HSULTRAMAX69";0
"HSULTRAMAX72";0
"HSULTRAMAX79S";1
"HSULTRAMAXLH68";1
"HSVHJ50009";1
"HSVIDLX1204";1
"HSVIDLX1209";1
"HSVIDLXBA09";0
"HSVIDLXBA18";1
"HSVIDLXBA41";1
"HSVIDLXBALH09";1
"HSVIK02";1
"HSVIK04";1
"HSVIK09";0
"HSVIK09TR";1
"HSVIK100BLW";0
"HSVIK100DWT";0
"HSVIK100PTN";0
"HSVIK18";1
"HSVIK6704";1
"HSVIK6709";1
"HSVIK67LH04";1
"HSVIKB02";1
"HSVIKB04";1
"HSVIKB09";0
"HSVIKB18";1
"HSVIKBL18";1
"HSVIKL04";1
"HSVIKL09";1
"HSVVIDLXBA09";1
"HSVVIDLXBA18";1
"HSVVIKDL04";1
"HSVVIKDL09";0
"HSVVIKDL77";1
"JAF1000";1
"JAF1000E";1
"JAF1000X";1
"JAF1000XE";1
"JAF1100E";1
"JAF1100XE";1
"JAH700";1
"JAH700S";1
"JAS1100BAQ";1
"JAS1100NBQ";1
"JAS1100Q";0
"JAS1100SGQ";0
"JAS1100SQ";1
"JAS1100TSQ";1
"JAS1150Q";0
"JAS1150SGQ";0
"JAS1150SQ";0
"JAS500Q";0
"JAS510A";1
"JAS510Q";1
"JAS510Q-3";0
"JAS700Q";1
"JBC1000NQ";1
"JBC1000SQ";1
"JBF1000";1
"JBF1100E";1
"JBM-12C";0
"JBM-24AW";1
"JBM-25B";0
"JBM-5G";1
"JBM-65AL";1
"JBM-AL";1
"JBM-CR7C";1
"JBM-FH7C";0
"JBM-HR10";1
"JBM-HR3";1
"JBM-L15G";1
"JBM-L5G";1
"JBM-L65AL";1
"JBM-MP7B";1
"JBM-MP7CH";1
"JBM-TR105C";1
"JBM-TR15C";0
"JBM-TR3C";1
"JBM-TR5C";1
"JBM-TR7C";1
"JBR1000M";0
"JBR1000MN";0
"JBR1000MS";1
"JBR1101M";1
"JBR1101MS";1
"JBR700";1
"JBR700S";1
"JBR730";1
"JBR730S";0
"JBS1000";1
"JBS1100";0
"JBS1100SG";1
"JCF1000";1
"JCL1100DSQ";1
"JCL1100SQ";1
"JCL700DNQ";1
"JCL700DSQ";1
"JCL700NA";0
"JCL700NQ";0
"JCL700SA";1
"JCL700SQ";1
"JCL750SA";1
"JCL750SQ";1
"JCM-BMPB1";1
"JCM-BVCB1";1
"JCM-CG2";1
"JCM-CLK1";1
"JCM-CLS01";1
"JCM-EPWR1N";1
"JCM-FLK1";0
"JCM-FLS01";1
"JCM-KO2";0
"JCM-PC01";1
"JCM-PC02";1
"JCM-SL1";0
"JCM-SLBB1";1
"JCM-SLK1";1
"JCM-SPKB1";1
"JCM-SPKW1";1
"JCM-SXK1";1
"JCM-SXS01";1
"JCM-TC01";1
"JCM-TRBB1";1
"JCM-TRK1";1
"JCM-VO2";0
"JCM-WMPB1";1
"JCR1100Q";1
"JCR1100RQ";1
"JCR1100RSQ";1
"JCR1100SQ";1
"JCR700Q";1
"JCR700RQ";0
"JCR700SQ";1
"JCR700UQ";0
"JCR700USQ";1
"JE0B524S01";1
"JE0E5420";1
"JE0H446BA1";0
"JE0N273W02";1
"JE11-A201N";0
"JE11-A401N";1
"JE11-B0026L-JU";0
"JE11-B0026S-JU";0
"JE11-B0035S";0
"JE11-B007L";0
"JE11-B025L";0
"JE11-B025S";1
"JE11-F0005N";1
"JE11-F002L";1
"JE11-F002N";0
"JE11-F003L";1
"JE11-F003S";1
"JE11-F1002L";1
"JE11-F101L";1
"JE11-F2003N";1
"JE11-G603N";1
"JE11-G604N";1
"JE11-H203N";1
"JE11-K106N";1
"JE11-K107N";1
"JE11-K302L";0
"JE11-K401N";1
"JE11-K702L";1
"JE11-K705N";0
"JE11-K705S";1
"JE11-K706L";1
"JE11-M0006S";1
"JE11-M0007L";1
"JE11-M0010S";1
"JE11-M0011L";1
"JE11-M303L";0
"JE11-M303S";0
"JE11-M306L";1
"JE11-P0004";1
"JE11-P0005";0
"JE11-P0006";1
"JE11-P0010";0
"JE11-P0011";0
"JE11-P0012";0
"JE11-P0402N";1
"JE11-P041N";1
"JE11-P042N";1
"JE11-P043N";1
"JE11-P043S";1
"JE11-P045";1
"JE11-P1006N";1
"JE11-P1006S";1
"JE11-P302N";1
"JE11-P304";1
"JE11-P503";1
"JE11-P6001";1
"JE11-P803";1
"JE11-R001L";1
"JE11-R002S";1
"JE11-R020L";1
"JE11-R1005";1
"JE11-R202L";1
"JE11-U201L";1
"JE11-V062N";1
"JE11-V063N";1
"JE11-V2001";1
"JE11-V204";1
"JE11-V407N";1
"JE11-V408N";1
"JE11-X0003L";0
"JE11-X0057L";1
"JE11-X0058L";1
"JE11-X0059L";0
"JE11-X005L";0
"JE11-X0062L";0
"JE11-X0224S";0
"JE11-X0226L";1
"JE11-X028S";1
"JE11-X0402L";1
"JE11-X0402S";0
"JE11-X0419L";0
"JE11-X0420L";1
"JE11-X047L";1
"JE11-X0617L";1
"JE11-X0627L";0
"JE11-X0629L";1
"JE11-X074L";0
"JE11-X0E1L";0
"JE11-X1004GL";1
"JE11-X1006GL";1
"JE12-G601N";1
"JE12-P0001";1
"JE12-R006L";1
"JE12-R011L";1
"JE12-X004L";1
"JE12-X061L";0
"JE12-X061S";0
"JE13-P0001";1
"JE13-T409L";1
"JE13-X001L";1
"JE14-C002S";0
"JE14-C103K";1
"JE14-C3002";0
"JE14-C401L";0
"JE14-C601";1
"JE14-F002N";1
"JE14-M008L";1
"JE14-M009L";1
"JE14-M012L";1
"JE14-M103S-XO";0
"JE14-M502N";0
"JE14-V302N";1
"JE14-X0202L";1
"JE14-X0204L";1
"JE14-X025L";1
"JE14-X0402L";1
"JE14-X0402S";0
"JE14-X0602L";0
"JE14-X0602S";0
"JE14-X064L";1
"JE14-X1004L";1
"JE14-X1005L";1
"JE21-B013L";0
"JE21-C0005N";1
"JE21-C0006K";1
"JE21-C0009N";0
"JE21-C008N";1
"JE21-C015L";1
"JE21-C017N";1
"JE21-C018N";1
"JE21-C019N";0
"JE21-C6003N";1
"JE21-C6003S";0
"JE21-C6004";1
"JE21-C607N";1
"JE21-C611N";1
"JE21-C9001S";0
"JE21-F001L";1
"JE21-F401";1
"JE21-F6001";1
"JE21-K0002N";1
"JE21-K002L";1
"JE21-K1004N";1
"JE21-K1005N";1
"JE21-K301L";1
"JE21-K402N";0
"JE21-K702L";1
"JE21-K703L";1
"JE21-L106L";1
"JE21-M204";1
"JE21-M206L";0
"JE21-M305";1
"JE21-M306";0
"JE21-N0003L";1
"JE21-N105L";1
"JE21-N2005L";1
"JE21-N4001L";1
"JE21-N401L";1
"JE21-PR001L";0
"JE21-PR001S";0
"JE21-R0024L";1
"JE21-R008L";1
"JE21-R010L";1
"JE21-R059L";0
"JE21-R402";0
"JE21-R403L";1
"JE21-R6001N";1
"JE21-S112";0
"JE21-S6003";1
"JE21-U107L";1
"JE21-U108S";0
"JE21-U110L";1
"JE21-V4002N";1
"JE21-V402N";1
"JE21-X005L";1
"JE21-X005S";0
"JE21-X008L";1
"JE21-X009L";0
"JE21-X0101L";1
"JE21-X0105L";0
"JE21-X0113L";1
"JE21-X0114L";1
"JE21-X0119L";1
"JE21-X012L";1
"JE21-X013L";1
"JE21-X014L";1
"JE21-X017L";1
"JE21-X018L";1
"JE21-Y0009L";1
"JE21-Y002L";1
"JE21-Y003L";0
"JE21-Y007N";1
"JE21-Y205L";1
"JE21-Y205S";1
"JE21-Y4001L";0
"JE21-Y4003L";0
"JE21-Y610L";0
"JE21-Z0002-JXK";0
"JE22-P302N";1
"JE22-V061N";1
"JE22-V402N";0
"JE22-V402S";1
"JE31-M302L";0
"JE31-R009L";1
"JE32-M201L";0
"JE32-M304L";0
"JE32-P0001";1
"JE32-P0003";1
"JE32-P302N";1
"JE32-R004L";1
"JE33-B0001L-JU";1
"JE33-L1006L";1
"JE33-P0004";1
"JE33-P1001S";1
"JE33-P302N";1
"JE33-R006L";1
"JE33-V0001L";0
"JE33-X0001L";0
"JE33-X004S";1
"JE34-A1001";1
"JE34-B001L";1
"JE34-B003L-JU";1
"JE34-E0003L";0
"JE34-E401L";1
"JE34-E407L";1
"JE34-E414L";1
"JE34-E602L";1
"JE34-G104";1
"JE34-K0002K";1
"JE34-K0002S";1
"JE34-K0003K";1
"JE34-K0003S";1
"JE34-L1007L";1
"JE34-L109L";1
"JE34-L128L";1
"JE34-M007S";0
"JE34-M017S";1
"JE34-M022L";1
"JE34-M022S";1
"JE34-M030L";0
"JE34-M030S";0
"JE34-M031L";0
"JE34-M1002S-XO";0
"JE34-M3004L";0
"JE34-M406L";0
"JE34-N504L";1
"JE34-P0006";1
"JE34-P041N";1
"JE34-P042K";1
"JE34-P042N";1
"JE34-P042S";1
"JE34-P303N";1
"JE34-P305K";1
"JE34-P305N";1
"JE34-P601";1
"JE34-P8001";1
"JE34-R051L";1
"JE34-R064L";1
"JE34-T2001-2L";0
"JE34-T3401L";1
"JE34-U1007L";0
"JE34-V305L";1
"JE34-V305N";1
"JE34-V306L";1
"JE34-V308K";1
"JE34-V403L";1
"JE34-V404L";1
"JE34-X0025L";0
"JE34-X0042L";0
"JE34-X0062L";0
"JE34-X007L";1
"JE34-X007S";1
"JE34-X0081L";1
"JE34-X023L";1
"JE34-X042L";0
"JE34-X1007L";1
"JE34-X1009L";1
"JE34-X1010L";1
"JE34-X1011L";1
"JE34-X1012L";1
"JE36-A1002";1
"JE36-B0012L-JU";0
"JE36-B4001L";1
"JE36-B5001L";1
"JE36-C0002N";1
"JE36-C0006N";1
"JE36-C0008N";1
"JE36-C009L";1
"JE36-C021N";1
"JE36-C131";1
"JE36-C4006";1
"JE36-C6001";0
"JE36-C602N";1
"JE36-C604N";0
"JE36-C616";1
"JE36-C619N";1
"JE36-E426L";0
"JE36-F0005L";1
"JE36-F005N";1
"JE36-F006N";1
"JE36-M202";1
"JE36-M309L";1
"JE36-M311L";1
"JE36-R009L";1
"JE36-R018L";1
"JE36-R031L";0
"JE36-R035L";1
"JE36-R036L";1
"JE36-V402N";1
"JE36-V403N";1
"JE36-X061L";0
"JE42-A1005";1
"JE42-B004L";0
"JE42-C002N";1
"JE42-C003N";1
"JE42-C004N";1
"JE42-C005N";0
"JE42-C1018";0
"JE42-E106L";1
"JE42-E204L";1
"JE42-E304L";1
"JE42-E602L";0
"JE42-E603L";0
"JE42-E709L";1
"JE42-E710L";1
"JE42-F0003L";1
"JE42-F0010N";1
"JE42-F6004N";1
"JE42-F6008N";1
"JE42-H002L";1
"JE42-H002S";0
"JE42-H003L";1
"JE42-M0021L";0
"JE42-M023L";1
"JE42-M023S";0
"JE42-M026L";1
"JE42-M026S";0
"JE42-M029L";1
"JE42-M030L";0
"JE42-M036L";1
"JE42-M037L";1
"JE42-M039L";1
"JE42-M050L";0
"JE42-M053L";0
"JE42-M206L";1
"JE42-M614L";0
"JE42-N301L";0
"JE42-P0005";1
"JE42-P0008";0
"JE42-P0011";1
"JE42-P0021";0
"JE42-P012";1
"JE42-P013";1
"JE42-P030";0
"JE42-P032";1
"JE42-P033";0
"JE42-P041N";1
"JE42-P304N";1
"JE42-P305N";1
"JE42-P305S";0
"JE42-P306N";1
"JE42-PR005";0
"JE42-R0006L";0
"JE42-R0008L";1
"JE42-R0043L";1
"JE42-R0052L";1
"JE42-R012L";1
"JE42-R012N";1
"JE42-R012S";0
"JE42-R081L";1
"JE42-R083L";0
"JE42-R089L";1
"JE42-R3009L";0
"JE42-R3013L";1
"JE42-R405";1
"JE42-R604L";1
"JE42-V3002N";1
"JE42-V305N";1
"JE42-V4002N";1
"JE42-V405S";1
"JE42-V407N";1
"JE42-V507";1
"JE42-X0004L";0
"JE42-X007L";1
"JE42-X026L";1
"JE42-X0404L";0
"JE42-X043L";1
"JE42-X045L";1
"JE42-X048L";1
"JE42-X066L";1
"JE42-X083L";1
"JE42-X0901L";0
"JE42-X0902L";0
"JE43-B005L";1
"JE43-B405L";0
"JE43-B406";1
"JE43-B603L";1
"JE43-B705N";0
"JE43-B706N";0
"JE43-C102L";1
"JE43-E503L";1
"JE43-E607L";1
"JE43-E607S";1
"JE43-M002L";0
"JE43-M003L";1
"JE43-M005L";1
"JE43-M005S";0
"JE43-M007L";0
"JE43-M008L";0
"JE43-M009L";1
"JE43-M010L";1
"JE43-M011L";1
"JE43-M012L";0
"JE43-M501N";1
"JE43-P302N";1
"JE43-R0004L";1
"JE43-R0005L";1
"JE43-R001L";1
"JE43-R007L";1
"JE43-R008L";1
"JE43-R009L";1
"JE43-R014L";1
"JE43-R019L";1
"JE43-R030L";1
"JE43-R030W";0
"JE43-R039L";1
"JE43-R041L";1
"JE43-R045W";1
"JE43-R047L";1
"JE43-R053L";1
"JE43-R054L";1
"JE43-R055L";1
"JE43-R605L";1
"JE43-R607L";1
"JE43-R701L";1
"JE43-T4002-2L";1
"JE43-T423-2L";1
"JE43-T427-2L";1
"JE43-U110L";1
"JE43-V002L";0
"JE43-X005L";0
"JE43-X005S";1
"JE43-X026L";1
"JE43-X026S";0
"JE43-X066L";1
"JE51-A102S";1
"JE51-A5002";0
"JE51-C101ST";1
"JE51-C106";0
"JE51-D0120S";0
"JE51-K0057S";1
"JE51-K0067S";0
"JE51-K0143S";0
"JE51-K0150S";0
"JE51-K0155S";1
"JE51-K0176S";0
"JE51-K0249K";0
"JE51-K0254S";0
"JE51-K0282S-1";1
"JE51-K0284S";0
"JE51-K0286S";1
"JE51-K0288S";1
"JE51-K0289S";0
"JE51-K0295S";0
"JE51-K0298S";1
"JE51-K4008S";0
"JE51-N001S";1
"JE51-N401S";1
"JE51-P0008";1
"JE51-P005A";0
"JE51-P111";0
"JE51-P112";1
"JE51-P113";0
"JE51-P114";0
"JE51-P117";0
"JE51-U0001S";0
"JE51-U0003S";0
"JE51-W0052S";0
"JE52-A101";0
"JE52-C004";0
"JE52-C101ST";1
"JE52-C103";0
"JE52-C203";0
"JE52-K001S";1
"JE52-K002S";0
"JE52-K003S";1
"JE52-K124";0
"JE52-K126";0
"JE52-K130";0
"JE52-K180";0
"JE52-K204";0
"JE52-K301";0
"JE52-K502";0
"JE52-K503";0
"JE52-L108";0
"JE52-P001-BODY";0
"JE52-P001-FOOT";0
"JE52-P1001";1
"JE52-P1002";1
"JE52-P1003";1
"JE52-T251";0
"JE52-T263";0
"JE54-N602";0
"JE54-P001-BODY";1
"JE54-P001-FOOT";1
"JE54-P001B-FOOT";0
"JE54-P002-BODY";1
"JE55-A201";0
"JE55-C217";1
"JE55-D0004S";1
"JE55-D606";1
"JE55-D607S";1
"JE55-K0036S";0
"JE55-U0001S";1
"JE55-U1001-1-P";0
"JE56-C201";1
"JE56-C203";1
"JE56-N4001";1
"JE56-N402S";0
"JE56-P0001";1
"JE57-P001-BODY";0
"JE57-P001-FOOT";0
"JE57-P001B-FOOT";1
"JE57-P002-BODY";0
"JE5A-A101S";1
"JE5A-A201";1
"JE5A-A4001S";1
"JE5A-A600";1
"JE5A-C210ST";0
"JE5A-C219ST";1
"JE5A-N0018-1";0
"JE5A-N005-1";1
"JE5A-P001-BODY";0
"JE5A-P001-FOOT";0
"JE5A-P001B-FOOT";1
"JE5A-P002-BODY";0
"JE5A-P101";1
"JE5A-P4001ST";1
"JE5A-P4002ST";1
"JE5A-P404ST";1
"JE61-K007N";0
"JE61-K007S";0
"JE61-M102";1
"JE61-W004N";0
"JE62-C0002";1
"JE62-K0006S";1
"JE62-K0017S";1
"JE62-W317N";1
"JE65-W505N";1
"JE67-C2002N";1
"JE67-D0005S";1
"JE67-D0010S";1
"JE67-K0045S";0
"JE67-K0047S";1
"JE67-K0048S";1
"JE67-K0053S";1
"JE67-W3010S";1
"JE67-W3032N";0
"JE71-A301";1
"JE71-C203GL";1
"JE71-C206GL";1
"JE71-C211GL";1
"JE71-C214GL";1
"JE71-C216GL";0
"JE71-C228";1
"JE71-C232GL";1
"JE71-F001GL";1
"JE71-F501";1
"JE71-F601";1
"JE71-G001AGL";0
"JE71-G002AGL";1
"JE71-G103GL";1
"JE71-K049GL";1
"JE71-K051GL";0
"JE71-K057GL";1
"JE71-K080GL";1
"JE71-R201GL";1
"JE71-U308GL";1
"JE71-W007GL";1
"JE72-W007GL";1
"JE72-W007S";1
"JE73-A0001";1
"JE73-C0001";0
"JE73-C214GL";1
"JE73-G0002GL";1
"JE73-K0005GL";1
"JE73-K026GL";0
"JE73-M0006GL";0
"JE73-R004GL";1
"JE73-U401GL";1
"JE73-W003GL";1
"JE73-W018GL";0
"JE73-Y2002GL";1
"JE73-Y2003GL";1
"JE73-Y2004GL";0
"JE74-AA04";1
"JE74-F0001GL";1
"JE74-H0001";1
"JE74-H1001";1
"JE74-M0006GL";1
"JE75-A1002";1
"JE75-A4001";1
"JE75-A8001GL";0
"JE75-C0001GL";1
"JE75-C2005GL";1
"JE75-C2008";1
"JE75-C2010GL";1
"JE75-C2014GL";1
"JE75-C203GL";1
"JE75-C212GL";1
"JE75-C225";1
"JE75-C230GL";1
"JE75-C476";1
"JE75-D403S";1
"JE75-D501GL";0
"JE75-F001GL";1
"JE75-F401GL";1
"JE75-F5001GL";1
"JE75-F602N";1
"JE75-H0001GL";1
"JE75-H130GL";1
"JE75-H184";1
"JE75-K002GL";1
"JE75-K0063GL";0
"JE75-K0063S";0
"JE75-K006GL";1
"JE75-K009N";0
"JE75-K010GL";1
"JE75-K0130GL";1
"JE75-K0156GL";1
"JE75-K0157GL";1
"JE75-K0158GL";1
"JE75-K0170GL";1
"JE75-K017GL";0
"JE75-K0187GL";0
"JE75-K024S";1
"JE75-K026GL";0
"JE75-K026N";0
"JE75-K052GL";1
"JE75-K056GL";1
"JE75-K057GL";1
"JE75-K066GL";1
"JE75-K2054GL";0
"JE75-K604GL";1
"JE75-K606GL";1
"JE75-K613GL";0
"JE75-K613S";1
"JE75-P0004";0
"JE75-P1061";0
"JE75-R001GL";0
"JE75-U301GL";1
"JE75-U302GL";1
"JE75-U304GL";1
"JE75-W0005";1
"JE75-W011GL";1
"JE76-D0002GL";0
"JE76-G002GL";1
"JE76-H102";1
"JE76-H143GL";0
"JE76-K0002GL";1
"JE76-K004GL";1
"JE76-K030GL";0
"JE76-K034GL";1
"JE76-K040GL";1
"JE76-K066GL";1
"JE76-K606S";0
"JE76-K801GL";1
"JE76-M009GL";1
"JE76-M009S";1
"JE76-P0005";1
"JE7A-S002";1
"JEC0WAAA160051";0
"JEC0WAAA160068";0
"JEC0WAAA170202";1
"JEC0WAAA170214";1
"JEC0WAAA170603";1
"JEC0WAAA170696";1
"JEC0WAAA170713";1
"JEC0WABX170087";1
"JEC0WBBX170354";1
"JEC0WBBX170418";0
"JEC0WBEX170113";0
"JEC0WCAA160006";0
"JEC0WCCA150119";0
"JEC0WCCA150120";0
"JEC0WCCA150130";1
"JEC0WCCA150131";0
"JEC0WCEX160007";1
"JEC0WCEX160008";0
"JEC0WCEX160010";1
"JEC0WDAC200010";0
"JEC0WDBX160206";0
"JEC0WDBX170093";0
