"Kod";"Stav"
"MCQTM0806-CK-CC";0
"MCQTM0806-DK-CC";1
"MCQTM0806-SW-CC";1
"MCXB750A";1
"MCXS750A";1
"MCXT750A";1
"MDARGON8";1
"MDARGON8M";1
"MDARGON8X";1
"MDCARBON8";1
"MDCARBON8M";1
"MDCARBON8X";1
"MDCOBALT8";1
"MDCOBALT8M";1
"MDCOBALT8X";1
"MJ0627-850K";1
"MJ06STS6";1
"MJ071PB32";1
"MJ520-XBC2414-SW-CC";0
"MJ520-XBC2815-GT-SC";0
"MJ520-XBC2815-SW-SC";0
"MJ540-CCH02";0
"MJ9PGS4";1
"MJAK1432DP";1
"MJAK14D";0
"MJAK14DC";1
"MJAK32P";0
"MJAK32PB";1
"MJAK32PC";0
"MJAQ01";1
"MJAZ02";0
"MJAZ03";1
"MJB2525A";1
"MJB3525A";1
"MJB3525S";1
"MJB526S";0
"MJBT-7820-45";1
"MJBT-7820-50";1
"MJBT-7820-55";1
"MJBT-7820-60";1
"MJBT-7820-65";1
"MJBT-7820-70";1
"MJBT-7820-75";1
"MJBT-7820-80";1
"MJC1518B";1
"MJC1618B";1
"MJC1618C";1
"MJC6518B";1
"MJC6618B";1
"MJC6618C";1
"MJC8622B";1
"MJC8622C";1
"MJCBC2214";0
"MJCBD2816";1
"MJCBD2818";1
"MJCBD3218";0
"MJCBD3222";1
"MJCBD3618";0
"MJCBD3622";0
"MJCBD4018";0
"MJCBD4022";1
"MJCBS1610";0
"MJCFMF13";0
"MJCFMF14";0
"MJCFMH13";0
"MJCFMH14";0
"MJCOA2600A";1
"MJCOA2600G";1
"MJCOA2900A";1
"MJCOA2900G";1
"MJCOA3200A";1
"MJCOA3200G";1
"MJCOC2300A";1
"MJCOC2600A";1
"MJCOC2600AH";1
"MJCOC2600GH";1
"MJCOC2900A";1
"MJCOC2900GH";0
"MJCOC3200A";1
"MJCOC3200AH";1
"MJCOC3200GH";1
"MJCOF2000A";1
"MJCOF2000G";1
"MJCOF2300A";1
"MJCOF2300G";1
"MJCOF2600A";1
"MJCOF2600G";1
"MJCOF2900A";1
"MJCOF2900G";1
"MJCOF3200A";1
"MJCOF3200G";1
"MJCS16-14";1
"MJDCGS116-MH";0
"MJDCGSS116-MH";0
"MJDCSS1120-MH";0
"MJEBG145000MHA";1
"MJEBG145500MH1";1
"MJEBG145500MH1-969";0
"MJEBG146500MHA";1
"MJEMCS1465MA";1
"MJFBS2840";0
"MJGBG032H20MH";0
"MJGBG032H20MH-969";0
"MJGBG032H30MH-969";0
"MJGBG032HMH";0
"MJGCBC23AH";0
"MJGCBC26AH";0
"MJGCBC29AH";0
"MJGCBC32AH";0
"MJGR2000A";0
"MJGR2000AH";0
"MJGR2000G";0
"MJGR2000GH";0
"MJGR2300A";1
"MJGR2300AH";1
"MJGR2300G";1
"MJGR2300GH";1
"MJGR2600A";1
"MJGR2600AH";1
"MJGR2600G";1
"MJGR2600GH";1
"MJGR2900A";1
"MJGR2900AH";1
"MJGR2900G";0
"MJGR2900GH";1
"MJGR3200A";1
"MJGR3200AH";1
"MJGR3200G";0
"MJGR3200GH";1
"MJGRF2000A";1
"MJGRF2000AH";0
"MJGRF2000G";0
"MJGRF2000GH";0
"MJGRF2300A";1
"MJGRF2300AH";1
"MJGRF2300G";0
"MJGRF2300GH";1
"MJGRF2600A";1
"MJGRF2600AH";1
"MJGRF2600G";0
"MJGRF2600GH";1
"MJGRF2900A";1
"MJGRF2900AH";1
"MJGRF2900G";0
"MJGRF2900GH";1
"MJGRF3200A";1
"MJGRF3200AH";1
"MJGRF3200G";0
"MJGRF3200GH";1
"MJGRS2000A";0
"MJGRS2000AH";0
"MJGRS2000G";1
"MJGRS2000GH";0
"MJGRS2300A";1
"MJGRS2300AH";0
"MJGRS2300G";1
"MJGRS2300GH";1
"MJGRS2600A";0
"MJGRS2600AH";1
"MJGRS2600G";0
"MJGRS2600GH";1
"MJGRS2900A";0
"MJGRS2900AH";1
"MJGRS2900G";1
"MJGRS2900GH";1
"MJGRS3200A";1
"MJGRS3200AH";0
"MJGRS3200G";1
"MJGRS3200GH";1
"MJHK1";1
"MJHP20";1
"MJHP23";1
"MJHP26";0
"MJHP29";0
"MJHP32";1
"MJKOPSS28-X60-16C";1
"MJKOPSS28-X60-18C";1
"MJKOPSS28-X60-22C";1
"MJKOPSS32-X60-18C";1
"MJKOPSS32-X60-22C";1
"MJKOPSS36-X60-18C";1
"MJKOPSS36-X60-22C";0
"MJKOPSS40-X60-18C";1
"MJKOPSS40-X60-22C";1
"MJKOPTB28-X60-18C";1
"MJM1412";1
"MJM1543P";1
"MJM1550P";1
"MJM2810";1
"MJM5533D";1
"MJM5533DR";1
"MJM5550H";1
"MJM650DB";1
"MJM650HB";1
"MJM6540P";1
"MJM6543D";1
"MJM6543H";1
"MJM6543P";1
"MJM7550P";1
"MJM7743H";0
"MJM850HB";1
"MJM850HW";1
"MJMAB-2";0
"MJMC6";1
"MJMC8";1
"MJMCB2816";1
"MJMCB2818";0
"MJMCB3218";1
"MJMCB3222";0
"MJMCB3618";1
"MJMCB3622";1
"MJMCB4018";1
"MJMCB4022";0
"MJMCS1440AL";1
"MJMCS1450MA";1
"MJMCS1465MA";1
"MJMCTC0608D";1
"MJMCTC0608D-BZ";1
"MJMCTC0608S";1
"MJMCTC0808D";1
"MJMCTC0808S";1
"MJMCTC1010D";1
"MJMCTC1010S";1
"MJMCTC1210D";1
"MJMCTC1210S";1
"MJMCTC1311D";0
"MJMCTC1311S";1
"MJMCTC1412D";1
"MJMCTC1412S";1
"MJMCTC1514D";0
"MJMCTC1514S";1
"MJMCTC1614D";1
"MJMCTC1614S";1
"MJMCTP0608D";0
"MJMCTP0608D-TK";1
"MJMCTP0608S";1
"MJMCTP0608S-TK";1
"MJMCTP0808D";1
"MJMCTP0808D-TK";1
"MJMCTP0808S";1
"MJMCTP0808S-TK";1
"MJMCTP1009D";1
"MJMCTP1009D-TK";1
"MJMCTP1009S";1
"MJMCTP1009S-TK";1
"MJMCTP1210D";1
"MJMCTP1210D-TK";1
"MJMCTP1210S";1
"MJMCTP1210S-TK";1
"MJMCTP1311D";1
"MJMCTP1311D-TK";1
"MJMCTP1311S";1
"MJMCTP1311S-TK";1
"MJMCTP1412D";1
"MJMCTP1412D-TK";1
"MJMCTP1412S";1
"MJMCTP1412S-TK";1
"MJMCTP1513D";0
"MJMCTP1513D-TK";1
"MJMCTP1513S";1
"MJMCTP1513S-TK";1
"MJMCTP1614D";1
"MJMCTP1614D-TK";1
"MJMCTP1614S";1
"MJMCTP1614S-TK";1
"MJMCTP1816D-TK";1
"MJMFCB3622";1
"MJMFCB4022";1
"MJMFPB3218";1
"MJMFPB3622";1
"MJMFPB4022";1
"MJMK300";1
"MJMOS1325PB";1
"MJMOS1330BR";1
"MJMOS1440BR";1
"MJMOS1450BR";1
"MJMOS1450CR";1
"MJMOS1465BR";1
"MJMOS1465PB";1
"MJMOS1470CR";1
"MJMP2000A";1
"MJMP2000AH";1
"MJMP2000G";0
"MJMP2000GH";0
"MJMP2300A";1
"MJMP2300AH";1
"MJMP2300G";0
"MJMP2300GH";0
"MJMP2600A";1
"MJMP2600AH";1
"MJMP2600G";0
"MJMP2600GH";0
"MJMP2900A";1
"MJMP2900AH";1
"MJMP2900G";0
"MJMP2900GH";0
"MJMP3200A";1
"MJMP3200AH";1
"MJMP3200G";0
"MJMP3200GH";0
"MJMPA2300A";1
"MJMPA2300G";1
"MJMPA2600A";1
"MJMPA2600G";1
"MJMPA2900A";1
"MJMPA2900G";1
"MJMPA3200A";1
"MJMPA3200G";1
"MJMPB2818";1
"MJMPB3218";0
"MJMPB3222";1
"MJMPB3618";1
"MJMPB3622";0
"MJMPB4018";1
"MJMPB4022";1
"MJMPF2000A";1
"MJMPF2000G";0
"MJMPF2300A";0
"MJMPF2300G";1
"MJMPF2300GP";0
"MJMPF2600A";1
"MJMPF2600AP";0
"MJMPF2600G";1
"MJMPF2600GP";0
"MJMPF2900A";1
"MJMPF2900AP";0
"MJMPF2900G";1
"MJMPF2900GP";0
"MJMPF3200A";0
"MJMPF3200AP";0
"MJMPF3200G";1
"MJMPF3200GP";0
"MJMPK1";0
"MJMPK3";0
"MJMPK5";0
"MJMPK7";0
"MJMPS1412FMB";1
"MJMPS1412FWA";1
"MJMPS1450AL";1
"MJMPS1450BR";1
"MJMPS1450MB";1
"MJMPS1450WA";1
"MJMPS1465MB";1
"MJMPS1465WA";1
"MJMPS1470MW";0
"MJMPSC1455";1
"MJMS6";1
"MJMTA2300A";0
"MJMTA2300G";1
"MJMTA2600A";0
"MJMTA2600G";1
"MJMTA2900A";0
"MJMTA2900G";0
"MJMTA3200A";0
"MJMTA3200G";0
"MJMTG2000A";0
"MJMTG2000G";1
"MJMTG2300A";0
"MJMTG2300AP";0
"MJMTG2300G";1
"MJMTG2600A";0
"MJMTG2600G";1
"MJMTG2900A";1
"MJMTG2900G";0
"MJMTG3200A";0
"MJMTG3200AP";0
"MJMTG3200G";0
"MJMTG3200GP";0
"MJMTK2600A";1
"MJMTK2900A";1
"MJNGS6";1
"MJNW10-13";0
"MJNW16-13";0
"MJNW16-1302";1
"MJPACCY-X35MH";1
"MJPACCY-X68AB";0
"MJPBDR2818";1
"MJPBDR3218";0
"MJPBDR3222";0
"MJPBDR3618";0
"MJPBDR3622";0
"MJPBDR4018";0
"MJPBDR4022";0
"MJPC6618-X60C";1
"MJPC8622-X60C";0
"MJPCPT-897T-MH";1
"MJPFM1440-50";0
"MJPFM1465";0
"MJPFM1470";0
"MJPFX2525-AB";0
"MJPLX4525D-001A";0
"MJPM1550-X60C";0
"MJPM1646-X60C";0
"MJPM6530-X60C";1
"MJPM6540-X60C";0
"MJPM6543-X60C";1
"MJPM7743-X60C";0
"MJPM8650-X60C";0
"MJPR2000A";0
"MJPR2000AH";0
"MJPR2000G";0
"MJPR2000GH";0
"MJPR2300A";0
"MJPR2300AH";0
"MJPR2300G";1
"MJPR2300GH";0
"MJPR2600A";1
"MJPR2600AH";0
"MJPR2600G";1
"MJPR2600GH";0
"MJPR2900A";1
"MJPR2900AH";0
"MJPR2900G";1
"MJPR2900GH";0
"MJPR3200A";1
"MJPR3200AH";0
"MJPR3200G";1
"MJPR3200GH";0
"MJPRA2600A";1
"MJPRA2600G";1
"MJPRA2900A";1
"MJPRA2900G";1
"MJPRX2525-A01B";0
"MJPV7530-X60C";0
"MJPX6535-X60C";1
"MJPX6540-X60C";0
"MJPX8540-X60C";0
"MJPX8540-X60L";1
"MJQST023-SW";0
"MJR40";1
"MJR50";1
"MJSNM6";1
"MJSP20";1
"MJSP23";0
"MJSP26";0
"MJSP29";0
"MJSP32";0
"MJST16-1401";1
"MJST16-1402";0
"MJST16-1403";1
"MJSTS8";1
"MJTR6116B";1
"MJTS2018ZG-140";0
"MJTS2018ZG-160";0
"MJTS550A-MH";1
"MJTS700-MH";1
"MJTSN4";1
"MJV1530G";1
"MJV1530S";1
"MJV1530SX";1
"MJV6530S";1
"MJV6530SX";0
"MJV7530G";1
"MJV7530S";0
"MJX1535P";1
"MJX4525P";1
"MJX4525PBP";1
"MJX5535D";1
"MJX5535DR";1
"MJX6535D";1
"MJX6535H";1
"MJX6535P";1
"MJX6540P";1
"MJX8540H";1
"MJXBC1614-DK-BK";0
"MJXBC2614-DK-BK";0
"MJXFMT680234-SW-CC";0
"MJXQT0608-GT-CC";0
"MJXQT0806-GT-CC";0
"MJXS750A-MH";1
"MJXTT601";0
"NU515SJBK";1
"NU515SWBL";1
"NU515SWGR";1
"NU515SWPK";1
"NUA160MPBK";1
"NUA160MPBL";0
"NUA160MPGR";1
"NUA160MPPK";1
"NUA165MPBK";1
"NUA165MPBL";1
"NUA165MPGR";1
"NUA165MPPK";1
"NUA170MPBK";1
"NUA170MPBL";1
"NUA170MPGR";1
"NUA170MPPK";1
"NUA245UKBK";1
"NUA245UKWT";1
"NUA270DHBK";1
"NUA270DHWT";1
"NUAC160RD10";1
"NUAC160RD15";1
"NUAC160RD20";1
"NUADSFCL";1
"NUAKCBL";1
"NUAKCGR";1
"NUAKCPK";1
"NUASDR12";1
"NUASDR24";1
"NUASPKIT185DLSK";1
"NUASWH6";1
"NUAWHFCL";1
"NUCL120BBK";1
"NUCL120WBL";1
"NUCL120WGR";1
"NUCL120WPK";1
"NUDO430BBK";1
"NUDO430BBL";1
"NUDO430BGR";1
"NUDO430BPK";1
"NUDO430WBL";1
"NUDO430WGR";1
"NUDO430WPK";1
"NUJF220BK";1
"NUJF220BL";1
"NUJF220GN";1
"NUJF220PK";1
"NUJH610BBK";1
"NUJH610WBL";1
"NUJH610WGR";1
"NUJH610WPK";1
"NUJS520BBK";1
"NUJS520BBL";1
"NUJS520BGR";1
"NUJS520BPK";1
"NUJS520WBL";1
"NUJS520WGR";1
"NUJS520WPK";1
"NUNB200CBK";1
"NUNB200KIO";1
"NUNB200MPBK";1
"NUNB200MPPH";1
"NUNB200PTC";1
"NUNB200RD15";1
"NUNB200RD20";1
"NUNB200RD25";1
"NUNB300CSPT";1
"NUNB300FBK";1
"NUNB300KIO";1
"NUNB300KRB";1
"NUNB300KRG";1
"NUNB300KRP";1
"NUNB300KRR";1
"NUNB300KRY";1
"NUNWS1CBK";1
"NUNWS2CBK";1
"NURB300BK";1
"NURB300BL";1
"NURB300GR";1
"NURB300PK";1
"NURB320BBK";1
"NURB320BBL";1
"NURB320BGR";1
"NURB320BPK";1
"NURB320WBL";1
"NURB320WGR";1
"NURB320WPK";1
"NURG300BK";1
"NURG300BL";1
"NURG300GR";1
"NURG300PK";1
"NURG320BBK";1
"NURG320BBL";1
"NURG320BGR";1
"NURG320BPK";1
"NURG320WBL";1
"NURG320WGR";1
"NURG320WPK";1
"NUSF230BK";1
"NUSF300FBL";1
"NUSF300FSV";1
"NUTO430BBK";1
"NUTO430BBL";1
"NUTO430BGR";1
"NUTO430BPK";1
"NUTO430WBL";1
"NUTO430WGR";1
"NUTO430WPK";1
"PHB1526A";1
"PHB1526ABK";1
"PHB1526ABU";1
"PHB1526AGR";1
"PHB1526APU";1
"PHB1526C";1
"PHB1526CBK";1
"PHB1526CBU";1
"PHB1526CGR";0
"PHB1526CPU";0
"PHB1526E";1
"PHB1526EBK";1
"PHB1526EBU";1
"PHB1526EGR";0
"PHB1526EPU";1
"PHB1526F";1
"PHB1526FBK";1
"PHB1526FBU";1
"PHB1526FGR";0
"PHB1526FPU";0
"PHB1526G";0
"PHB1526GBK";1
"PHB1526GBU";1
"PHB1526GGR";0
"PHB1526GPU";0
"PHB1527";1
"PHB1527BK";1
"PHB1527BU";1
"PHB1527L";1
"PHB1527N";1
"PHB1528A";1
"PHB1528ABK";1
"PHB1528ABU";1
"PHB1528C";1
"PHB1528CBK";1
"PHB1528CBU";1
"PHB1528E";1
"PHB1528EBK";1
"PHB1528EBU";1
"PHB1528F";1
"PHB1528FBK";1
"PHB1528FBU";1
"PHB1528G";1
"PHB1529A";1
"PHB1529ABK";1
"PHB1529ABU";1
"PHB1529E";1
"PHB1529F";0
"PHB1552ABK";1
"PHB1577ABK";1
"PHB1578ABK";0
"PHB1579ABK";1
"PHB1579DABK";1
"PHP1741A";1
"PHP1741C";1
"PHP1741CA";1
"PHP1741E";1
"PHP1741F";1
"PHP1741G";1
"PHP1742CA";1
"PHP1742Q";1
"PHP1742S";1
"PHP1743A";1
"PHP1743C";1
"PHP1743CA";1
"PHP1743E";1
"PHP1743F";1
"PHP1744A";1
"PHP1744CA";1
"PHP1744E";1
"PHP1744F";1
"RN1993PFG2";0
"RN325C64JG2";0
"RN330FG2";0
"RN330JG2";0
"RN330MG2";0
"RN3312FG2";0
"RN3312JG2";0
"RN3312MG2";0
"RN350V63FG2";1
"RN350V63JG2";1
"RN360FG2";0
"RN360JG2";0
"RN360MG2";0
"RN3612C63F2";1
"RN3612FG2";0
"RN3612JG2";0
"RN3612MG2";1
"RN4003FG2";0
"RN4003JG2";0
"RN4003MG2";0
"RN4003SFG2";0
"RN4003SJG2";0
"RN4003SMG2";0
"RN4003SW";0
"RN4003W";0
"RN4005VFG";1
"RN4005VJG";1
"RN4005VMG";1
"RN4030SMG";0
"RN620FG2";1
"RN620JG2";0
"RN620MG2";1
"RN6212FG2";0
"RN6212JG2";0
"RN6212MG2";0
"RN660FG2";0
"RN660JG2";0
"RN660MG2";0
"RN6612FG2";0
"RN6612JG2";0
"RN6612MG2";0
"RN94001";0
"RN94011";0
"RN94021";0
"RN94510";0
"RN94520";0
"RN94530";0
"RN94550";0
"RN94560";0
"RN94570";1
"RN95403";1
"RN95404";0
"RN95406";0
"RN95511";0
"RN97100";0
"RN97101";0
"RN97102";0
"RY00006";0
"RY02036";1
"SR1018A";0
"SR1018C";1
"SR1018E";0
"SR1018F";1
"SR1018G";0
"SR1018H";1
"SR1018I";0
"SR1038L2";1
"SR1038M2";1
"SR1038N2";1
"SR1038P2";1
"SR1038PE2";1
"SR1038Q2";1
"SR1102A2";1
"SR1102C2";0
"SR1102E2";0
"SR1102F2";1
"SR1102G2";0
"SR1102H2";1
"SR1108A";1
"SR1108C";1
"SR1108E";1
"SR1108F";1
"SR1108G";1
"SR1108H";1
"SR1108I";1
"SR1400A2";1
"SR1400C2";0
"SR1400E2";0
"SR1400F2";0
"SR1400G2";0
"SR1400H2";0
"SR1400I2";0
"SR1400J2";0
"SR1400K2";0
"SR1401ABA";1
"SR1401ABC";0
"SR1401ABE";0
"SR1401ABF";0
"SR1401BLA";0
"SR1401BLC";0
"SR1401BLE";1
"SR1401BLF";1
"SR1401CRA";1
"SR1401CRC";0
"SR1401CRE";0
"SR1401CRF";0
"SR1401DPA";0
"SR1401DPC";1
"SR1401DPE";0
"SR1401DPF";1
"SR1401LBUA";1
"SR1401LBUC";0
"SR1401LBUE";0
"SR1401LBUF";0
"SR1401RPA";1
"SR1401RPC";0
"SR1401RPE";1
"SR1401RPF";0
"SR1401SGA";1
"SR1401SGC";0
"SR1401SGE";0
"SR1401SGF";0
"SR1401SIC";1
"SR1401WHA";1
"SR1401WHC";1
"SR1401WHE";0
"SR1401WHF";0
"SR1420C";1
"SR1420E";0
"SR1438A";0
"SR1438C";0
"SR1438E";0
"SR1438F";0
"SR1439A";0
"SR1439C";1
"SR1439E";0
"SR1439F";0
"SR1441ABP";1
"SR1441ABQ";1
"SR1441DPP";0
"SR1441DPQ";0
"SR1456C";0
"SR1456E";0
"SR1470C";1
"SR1490ABA";0
"SR1490ABC";0
"SR1490ABE";0
"SR1490DPA";0
"SR1490DPC";0
"SR1490DPE";0
"SR1500A";0
"SR1500B";0
"SR1500C";0
"SR1500E";0
"SR1500F";0
"SR1500G";0
"SR1500H";1
"SR1500I";1
"SR1505L";1
"SR1505M";0
"SR1505N";0
"SR1505P";0
"SR1505PE";1
"SR1505Q";0
"SR1505QE";0
"SR1515A";0
"SR1515BLA";0
"SR1515DPA";1
"SR1542A";0
"SR1542C";0
"SR1542E";1
"SR1542F";1
"SR1542G";1
"SR1550A";0
"SR1550C";0
"SR1550E";0
"SR1550F";1
"SR1550G";0
"SR1551N";1
"SR1551P";0
"SR1551PE";1
"SR1551Q";0
"SR1551QE";0
"SR1560A";1
"SR1560C";0
"SR1583A";1
"SR1586A";0
"SR1586C";1
"SR1586E";1
"SR1586F";1
"SR1590A";0
"SR1590C";0
"SR1591A";0
"SR1591C";0
"SR1596A";0
"SR1597A";1
"SR1598A";0
"SR1864A";1
"SR1865A";0
"SR1866P";0
"SR1866PE";0
"SR1866Q";0
"SR1866QE";0
"SR1875A";0
"SR1875C";0
"SR1876P";1
"SR1876PE";0
"SR1876Q";0
"SR1876QE";0
"SR1877P";1
"SR1877PE";0
"SR1877Q";0
"SR1877QE";1
"SR1880A";0
"SR1880OFTA";1
"SR1884A";0
"SR1950A";1
"SR1950C";1
"SR1950E";1
"SR1950F";1
"SR1950G";1
"SR1950I";1
"SR1950MBC";0
"SR1950MPC";0
"SR1950MUC";0
"SR1950NBA";0
"SR1950NBC";1
"SR1950RDC";0
"SRAC1799AC";1
"SRC1357A";0
"SRC1372A-B";0
"SRC1372C-B";1
"SRC1372C-R";1
"SRC1372E-B";1
"SRC1372E-R";1
"SRC1372F-B";1
"SRC1372F-R";1
"SRC1372G-B";1
"SRC1372G-R";1
"SRC1372I-R";1
"SXEURO4BKCL";1
"SXEURO4CLMBL";1
"SXEURO4CLMGD";1
"SXEURO4CSTBLK";0
"SXEURO4CSTNAT";0
"SXEURO4CSTRED";0
"SXEURO4CSTVLT";0
"SXEURO4DWAMB";0
"SXEURO4DWAMREL";0
"SXEURO4DWBKS";0
"SXEURO4DWWHREL";0
"SXEURO4LXBBRST";1
"SXEURO4LXBHMM";1
"SXEURO4LXBMBKS";1
"SXEURO4LXBNSM";1
"SXEURO4LXBURST";1
"SXEURO4LXHMM";0
"SXEURO4LXMBKS";0
"SXEURO4LXMWH";1
"SXEURO4LXNSM";0
"SXEURO4RSTSDGL";1
"SXEURO4RSTSIENNA";1
"SXEURO4RSTTRQTD";0
"SXEURO4RSTZBW";1
"SXEURO4WHCL";0
"SXEURO4XSBG";1
"SXEURO4XSWG";1
"SXEURO5BKCL";1
"SXEURO5CLMGD";1
"SXEURO5CSTBLK";0
"SXEURO5CSTNAT";0
"SXEURO5CSTRED";0
"SXEURO5CSTVLT";0
"SXEURO5HYPRED";0
"SXEURO5LXBBRST";1
"SXEURO5LXBHMM";1
"SXEURO5LXBMBKS";0
"SXEURO5LXBNSM";1
"SXEURO5LXBURST";1
"SXEURO5LXHMM";1
"SXEURO5LXMBKS";0
"SXEURO5LXMWH";0
"SXEURO5LXNSM";0
"SXEURO5RSTSDGL";1
"SXEURO5RSTSIENNA";0
"SXEURO5RSTTRQTD";0
"SXEURO5RSTZBW";1
"SXEURO5WHCL";1
"SXEURO6LXHMM";1
"SXEURO6LXMBKS";0
"SXICONNC4FB";0
"SXICONNC4FBBK";0
"SXICONNS2BBC";0
"SXICONNS2BBK";0
"SXICONNS2BBLKS";0
"SXICONNS2BWH";0
"SXICONNS5BBC";0
"SXICONNS5BBK";0
"SXICONNS5BBLKS";0
"SXICONNS5BWH";0
"SXZCASE4+5S";0
"SXZDELUXEGB";1
"SXZSSGB";1
"SXZSSMSNRW45105";1
"SXZSSMSNRW45130";1
"SXZSSNRW30130";1
"SXZSSNRW45105";1
"SXZSSNRW45130";1
"SXZTSACASE";0
"SXZUNICASE";0
"WAB103EH";0
"WAD255";1
"WAD255CE";0
"WAD350CE-SW";1
"WAD350W";1
"WAD450W";1
"WAD550CE";1
"WAD550CEW";1
"WAD550E";1
"WAD550EW";1
"WAD552E";1
"WAD552EW";0
"WAD600CEW";1
"WAD603CEW";1
"WAD640CEB-B";0
"WAD640CEB-B-W";0
"WAD740EW";1
"WAD803EW";1
"WAF255CE";1
"WAG2070RCEH";0
"WAG3033RCEH";0
"WAG550E";1
"WAG550EW";1
"WAG550RCEL";1
"WAG550RCELW";1
"WAG550RE";0
"WAG550REW";1
"WAG551E";0
"WAG551EW";0
"WAG553E-48-W";0
"WAG570CE";1
"WAG570CEW";1
"WAG570ETB";1
"WAG570ETBW";1
"WAG633CEW";1
"WAG633RCE-G-W";0
"WAG740RE-G-W";0
"WAG770CEW";1
"WAG803CEW";0
"WAG803RE-G-W";0
"WAN255CE";1
"WAN350-34W";1
"WAN350W";1
"WAN430-S1W";1
"WAN450W";1
"WAN550E";1
"WAN550EW";1
"WAO350W";0
"WAO351EW";0
"WAO450W";0
"WAO550E";1
"WAO550EW";1
"WAT350W";0
"WPZB202";1
"WPZB204";1
"WPZB205";1
"XO1236GT";0
"XO1236L";1
"XO1236LO";0
"XO1236LT";1
"XO1236RL";0
"XO1236RLO";0
"XO1236RLT";1
"XO1240L";0
"XO1240LT";1
"XO1240RL";0
"XO1240RLT";0
"XO1242L";0
"XO1242RL";0
"XO1270L";0
"XO1270S";1
"XO1270SS";0
"XO1600IL";0
"XO1600IS";1
"XO1600ISS";1
"XO1602GLLTR";0
"XO1602LR3";0
"XO1602LR4";1
"XO1602LS3";1
"XO1602LS4";1
"XO1602RLR3";1
"XO1602RLR4";1
"XO1602RLS3";1
"XO1602RLS4";1
"XO1602RSR3";0
"XO1602RSR4";1
"XO1602RSS3";1
"XO1602RSS4";1
"XO1602RSSR3";1
"XO1602RSSR4";1
"XO1602RSSS3";1
"XO1602RSSS4";1
"XO1602SLTR";1
"XO1602SR3";1
"XO1602SR4";1
"XO1602SS3";1
"XO1602SS4";1
"XO1602SSLTR";0
"XO1602SSR3";1
"XO1602SSR4";1
"XO1602SSS3";1
"XO1602SSS4";1
"XO1624LR";0
"XO1624LS";0
"XO1624RLR";0
"XO1624RLS";0
"XO1624RSR";1
"XO1624RSS";0
"XO1624RSSS";0
"XO1624SS";1
"XO1624SSR";1
"XO1624SSS";1
"XO1632GLLT";0
"XO1632RGLLT";0
"XO1634LT";0
"XO1634RLT";0
"XO1646RL";0
"XO1646RS";0
"XO1646RSS";0
"XO1650";0
"XO1650D";0
"XO1651";0
"XO1651D";1
"XO1680L";0
"XO1680SS";0
"XO1700L";1
"XO1700RL";1
"XO1700RS";0
"XO1700RSS";0
"XO1700S";1
"XO1700SS";1
